unit procedure,sampling point,parameter name,parameter detail,run number,batch number,date of manufacture,process start,parameter date,local id,value_text(reported),value_num(recorded/full precision),uom,LAL,UAL,LCL,UCL,lrl,ucl.1,cl,nel1,nel2,nel3,nel4,ppk,rep,control_precision,action_precision,rejection_precision,scale,summary table,disposition_date,result type,source_system,ctrl_violation,action_violation,rej_violation,spec status,ctrl status
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000674,10362769,10362769,1/11/2018 0:00,1/11/2018 0:00,1/11/2018 0:00,.,540.7,1.0814,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000560,10362772,10362772,1/11/2018 0:00,1/11/2018 0:00,1/11/2018 0:00,.,525.1,1.0502,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000560,10362996,10362996,1/11/2018 0:00,1/11/2018 0:00,1/11/2018 0:00,.,518.4,1.0368,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000452,10365357,10365357,1/11/2018 0:00,1/11/2018 0:00,1/11/2018 0:00,.,25.1,1.004,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000443,10363348,10363348,1/12/2018 0:00,1/12/2018 0:00,1/12/2018 0:00,.,101.1,1.011,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000444,10363780,10363780,1/12/2018 0:00,1/12/2018 0:00,1/12/2018 0:00,.,101.1,1.011,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000439,10362898,10362898,1/13/2018 0:00,1/13/2018 0:00,1/13/2018 0:00,.,213.9,1.0695,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-001221,10363265,10363265,1/13/2018 0:00,1/13/2018 0:00,1/13/2018 0:00,.,214.1,1.0705,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000436,10363346,10363346,1/13/2018 0:00,1/13/2018 0:00,1/13/2018 0:00,.,232.4,1.162,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000433,10357077,10357077,10/26/2017 0:00,10/26/2017 0:00,10/26/2017 0:00,.,557.7,1.1154,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000433,10357079,10357079,10/26/2017 0:00,10/26/2017 0:00,10/26/2017 0:00,.,493.5,0.987,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000444,10347652,10347652,10/27/2017 0:00,9/19/2017 0:00,10/27/2017 0:00,.,97.6,0.976,ug/mL,0.8,1.2,0.86,1.14,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,0
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000446,10348535,10348535,10/27/2017 0:00,10/27/2017 0:00,10/27/2017 0:00,.,102.3,1.023,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000443,10349921,10349921,10/27/2017 0:00,10/27/2017 0:00,10/27/2017 0:00,.,102.7,1.0270000000000001,ug/mL,0.8,1.2,0.86,1.14,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,0
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000452,10348517,10348517,10/28/2017 0:00,10/28/2017 0:00,10/28/2017 0:00,.,23.2,0.9279999999999999,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000439,10348245,10348245,10/29/2017 0:00,10/29/2017 0:00,10/29/2017 0:00,.,215,1.075,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000436,10348877,10348877,10/29/2017 0:00,10/29/2017 0:00,10/29/2017 0:00,.,218.5,1.0925,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000438,10348879,10348879,10/29/2017 0:00,10/29/2017 0:00,10/29/2017 0:00,.,218.3,1.0915,ug/mL,0.8,1.2,0.86,1.14,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,0
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000446,10347705,10347705,11/1/2017 0:00,11/1/2017 0:00,11/1/2017 0:00,.,96.1,0.961,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000674,10351807,10351807,11/12/2017 0:00,11/9/2017 0:00,11/12/2017 0:00,.,493.2,0.9864,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000674,10351809,10351809,11/12/2017 0:00,11/9/2017 0:00,11/12/2017 0:00,.,524.8,1.0496,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000449,10351878,10351878,11/13/2017 0:00,11/11/2017 0:00,11/13/2017 0:00,.,38.9,0.9725,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000438,10352022,10352022,11/13/2017 0:00,11/10/2017 0:00,11/13/2017 0:00,.,212.8,1.064,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000439,10357180,10357180,11/13/2017 0:00,11/10/2017 0:00,11/13/2017 0:00,.,205,1.025,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-001221,10357747,10357747,11/13/2017 0:00,11/10/2017 0:00,11/13/2017 0:00,.,198.9,0.9945,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000452,10358360,10358360,11/4/2017 0:00,11/4/2017 0:00,11/4/2017 0:00,.,24.7,0.988,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000444,10343028,10343028,11/5/2017 0:00,9/23/2017 0:00,11/5/2017 0:00,.,96.1,0.961,ug/mL,0.8,1.2,0.86,1.14,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,0
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000560,10357619,10357619,12/10/2017 0:00,12/4/2017 0:00,12/10/2017 0:00,.,527.7,1.0554,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000674,10360133,10360133,12/10/2017 0:00,12/7/2017 0:00,12/10/2017 0:00,.,557,1.114,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000438,10361715,10361715,12/11/2017 0:00,12/3/2017 0:00,12/11/2017 0:00,.,212.5,1.0625,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000444,10351818,10351818,12/5/2017 0:00,11/29/2017 0:00,12/5/2017 0:00,.,95.8,0.958,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000452,10358319,10358319,12/6/2017 0:00,11/30/2017 0:00,12/6/2017 0:00,.,23.5,0.94,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000433,10351813,10351813,12/8/2017 0:00,12/4/2017 0:00,12/8/2017 0:00,.,477.7,0.9554,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000449,10352536,10352536,12/8/2017 0:00,12/5/2017 0:00,12/8/2017 0:00,.,38.3,0.9575,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000452,10360941,10360941,12/9/2017 0:00,12/6/2017 0:00,12/9/2017 0:00,.,24.6,0.9840000000000001,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000449,10370055,10370055,2/25/2018 0:00,2/25/2018 0:00,2/25/2018 0:00,.,39,0.975,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000674,10368195,10368195,2/26/2018 0:00,2/26/2018 0:00,2/26/2018 0:00,.,488.6,0.9772,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000439,10368201,10368201,2/28/2018 0:00,2/28/2018 0:00,2/28/2018 0:00,.,200,1.0,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000436,10370078,10370078,2/28/2018 0:00,2/28/2018 0:00,2/28/2018 0:00,.,207.5,1.0375,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000443,10370592,10370592,3/2/2018 0:00,3/2/2018 0:00,3/2/2018 0:00,.,96,0.96,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000433,10370619,10370619,3/26/2018 0:00,3/26/2018 0:00,3/26/2018 0:00,.,547.1,1.0942,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000449,10367143,10367143,3/3/2018 0:00,3/3/2018 0:00,3/3/2018 0:00,.,42,1.05,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000452,10367601,10367601,3/5/2018 0:00,3/5/2018 0:00,3/5/2018 0:00,.,25.4,1.016,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000560,10368192,10368192,3/5/2018 0:00,3/5/2018 0:00,3/5/2018 0:00,.,510.8,1.0216,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000438,10370608,10370608,3/6/2018 0:00,3/6/2018 0:00,3/6/2018 0:00,.,208.1,1.0405,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000449,10379835,10379835,4/12/2018 0:00,4/9/2018 0:00,4/12/2018 0:00,.,40.8,1.02,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000446,10379843,10379843,4/13/2018 0:00,4/9/2018 0:00,4/13/2018 0:00,.,105.6,1.056,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000436,10379815,10379815,4/14/2018 0:00,4/10/2018 0:00,4/14/2018 0:00,.,223.3,1.1165,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000444,10371031,10371031,4/5/2018 0:00,3/28/2018 0:00,4/5/2018 0:00,.,107,1.07,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000449,10371123,10371123,4/5/2018 0:00,4/5/2018 0:00,4/5/2018 0:00,.,43.2,1.08,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000444,10371036,10371036,4/7/2018 0:00,4/6/2018 0:00,4/7/2018 0:00,.,107.3,1.073,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000443,10375171,10375171,4/7/2018 0:00,4/7/2018 0:00,4/7/2018 0:00,.,104.9,1.0490000000000002,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000674,10379816,10379816,4/8/2018 0:00,4/7/2018 0:00,4/8/2018 0:00,.,558.8,1.1176,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000560,10379830,10379830,4/8/2018 0:00,4/7/2018 0:00,4/8/2018 0:00,.,561.7,1.1234,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000452,10379824,10379824,4/9/2018 0:00,4/8/2018 0:00,4/9/2018 0:00,.,27.1,1.084,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-001221,10330799,10330799,5/12/2017 0:00,5/11/2017 0:00,5/12/2017 0:00,.,219.3,1.0965,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,E,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-001221,10390231,10390231,5/13/2018 0:00,5/7/2018 0:00,5/13/2018 0:00,.,225.3,1.1265,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
PRJU:APR14-DP-ADL,.,Immunoassay,PRDS-000444,10390234,10390234,5/13/2018 0:00,5/9/2018 0:00,5/13/2018 0:00,.,110.4,1.104,ug/mL,0.8,1.2,.,.,.,.,.,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.,0,
