unit procedure,sampling point,parameter name,parameter detail,run number,batch number,date of manufacture,process start,parameter date,local id,value_text(reported),value_num(recorded/full precision),uom,lal,ual,lcl,ucl,lrl,ucl,cl,nel1,nel2,nel3,nel4,ppk,control_precision,action_precision,rejection_precision,scale,summary table,disposition_date,result type,source_system,ctrl_violation,action_violation,rej_violation
BIP-DE-PRDS-002051-ADL,.,Reconstitution Time - Mean,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,0,0.000000000000000,minutes,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance LYO,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance LYO,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance LYO,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance LYO,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance LYO,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance LYO,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance Recon,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance Recon,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance Recon,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance Recon,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance Recon,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Appearance Recon,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Bioassay,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,110.09,110.090000000000000,% Relative Potency,70,125,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Bioassay,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,106.74,106.740000000000000,% Relative Potency,70,125,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Bioassay,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,96.577,96.577000000000000,% Relative Potency,70,125,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Bioassay,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,109.98,109.980000000000000,% Relative Potency,70,125,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Bioassay,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,105.67,105.670000000000000,% Relative Potency,70,125,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Bioassay,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,100.33,100.330000000000000,% Relative Potency,70,125,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Acidic Peaks,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,3,3.000000000000000,%,.,<=12,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Acidic Peaks,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,4,4.000000000000000,%,.,<=12,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Acidic Peaks,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,4,4.000000000000000,%,.,<=12,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Acidic Peaks,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,5,5.000000000000000,%,.,<=12,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Acidic Peaks,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,6,6.000000000000000,%,.,<=12,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Acidic Peaks,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,6,6.000000000000000,%,.,<=12,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Main Peak,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,94.840,94.840000000000000,%,>=86,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Main Peak,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,92.903,92.903000000000000,%,>=86,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Main Peak,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,93.117,93.117000000000000,%,>=86,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Main Peak,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,93.085,93.085000000000000,%,>=86,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Main Peak,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,92.591,92.591000000000000,%,>=86,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,CEX-HPLC Main Peak,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,91.930,91.930000000000000,%,>=86,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Cell Based ID ELISA,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Cell Based ID ELISA,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Cell Based ID ELISA,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Cell Based ID ELISA,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Cell Based ID ELISA,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Cell Based ID ELISA,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,Pass,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Clarity,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,<Ref I,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Clarity,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,<Ref I,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Clarity,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,<Ref I,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Clarity,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,<Ref I,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Clarity,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,<Ref I,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Clarity,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,<Ref I,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Color,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,Colorless,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Color,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,Colorless,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Color,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,Colorless,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Color,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,Colorless,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Color,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,Colorless,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Color,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,Colorless,0.000000000000000,                                        ,.,.,.,.,.,.,.,N,N,N,N,N,.,.,.,LIN,.,.,TEXT,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Moisture Content,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,<0.6,0.600000000000000,%,.,<3.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Moisture Content,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,<0.6,0.600000000000000,%,.,<3.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Moisture Content,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,<0.6,0.600000000000000,%,.,<3.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Moisture Content,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,<0.6,0.600000000000000,%,.,<3.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Moisture Content,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,<0.6,0.600000000000000,%,.,<3.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Moisture Content,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,<0.6,0.600000000000000,%,.,<3.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Osmolality,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,193,193.000000000000000,mOsm/kg,145,295,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Osmolality,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,190,190.000000000000000,mOsm/kg,145,295,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Osmolality,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,189,189.000000000000000,mOsm/kg,145,295,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Osmolality,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,196,196.000000000000000,mOsm/kg,145,295,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Osmolality,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,191,191.000000000000000,mOsm/kg,145,295,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Osmolality,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,195,195.000000000000000,mOsm/kg,145,295,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Protein Concentration (Pro L HPLC),PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,38.165,38.165000000000000,ug/vial,34.8,42.2,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Protein Concentration (Pro L HPLC),PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,36.858,36.858000000000000,ug/vial,34.8,42.2,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Protein Concentration (Pro L HPLC),PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,38.149,38.149000000000000,ug/vial,34.8,42.2,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,Protein Concentration (RP-HPLC),PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,38.3,38.300000000000000,ug/vial,34.8,42.2,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,SDS-PAGE Reduced,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,100.00,100.000000000000000,%,>=97,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,SDS-PAGE Reduced,PRDS-002051,0010318052,0010318052,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,.,100.00,100.000000000000000,%,>=97,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,SDS-PAGE Reduced,PRDS-002051,0010335521,0010335521,2017-04-21 00:00:00,2017-04-10 00:00:00,2017-04-21 00:00:00,.,100.00,100.000000000000000,%,>=97,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,SDS-PAGE Reduced,PRDS-002051,0010348350,0010348350,2017-08-25 00:00:00,2017-08-25 00:00:00,2017-08-25 00:00:00,.,100.00,100.000000000000000,%,>=97,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,SDS-PAGE Reduced,PRDS-002051,0010363368,0010363368,2018-02-09 00:00:00,2018-02-09 00:00:00,2018-02-09 00:00:00,.,100.00,100.000000000000000,%,>=97,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,SDS-PAGE Reduced,PRDS-002051,0010363369,0010363369,2018-07-06 00:00:00,2018-03-06 00:00:00,2018-07-06 00:00:00,.,100.00,100.000000000000000,%,>=97,.,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
BIP-DE-PRDS-002051-ARI,.,SE-HPLC Aggregates,PRDS-002051,0010275799,0010275799,2015-11-28 00:00:00,2015-11-28 00:00:00,2015-11-28 00:00:00,.,0.427,0.427000000000000,%,.,<=2.0,.,.,.,.,.,Y,Y,Y,Y,Y,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
