UNIT PROCEDURE,SAMPLING POINT,PARAMETER NAME,PARAMETER DETAIL,RUN NUMBER,BATCH NUMBER,DATE OF MANUFACTURE,PROCESS START,PARAMETER DATE,LOCAL ID,VALUE_TEXT(Reported),VALUE_NUM(Recorded Full precision),UOM,LAL,UAL,LCL,UCL,LRL,URL,CL,NEL 1,NEL 2,NEL 3,NEL 4,PPK,REP,CONTROL_PRECISION,ACTION_PRECISION,REJECTION_PRECISION,SCALE,SUMMARY TABLE,DISPOSITION_DATE,RESULT_TYPE,SOURCE_SYSTEM,CTRL_VIOLATION,ACTION_VIOLATION,REJ_VIOLATION
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010042275,0010042275,2/1/2010 0:00,2/1/2010 0:00,2/1/2010 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010050335,0010050335,2/10/2010 0:00,2/10/2010 0:00,2/10/2010 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010061439,0010061439,6/9/2010 0:00,6/9/2010 0:00,6/9/2010 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010061440,0010061440,6/11/2010 0:00,6/11/2010 0:00,6/11/2010 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010067737,0010067737,8/15/2010 0:00,8/15/2010 0:00,8/15/2010 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010063628,0010063628,8/17/2010 0:00,8/17/2010 0:00,8/17/2010 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010065625,0010065625,9/23/2010 0:00,9/23/2010 0:00,9/23/2010 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010067213,0010067213,10/18/2010 0:00,10/18/2010 0:00,10/18/2010 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010067214,0010067214,10/21/2010 0:00,10/21/2010 0:00,10/21/2010 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010063629,0010063629,11/14/2010 0:00,11/14/2010 0:00,11/14/2010 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010067215,0010067215,2/7/2011 0:00,2/7/2011 0:00,2/7/2011 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Appearance/Color A0221,PRDS-000377,0010067216,0010067216,2/9/2011 0:00,2/9/2011 0:00,2/9/2011 0:00,.,"Clear, colorless liquid",0,.,"Clear, col",.,.,.,.,.,.,NO,NO,NO,NO,Y,E,.,.,.,LIN,.,.,TEXT,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010022046,0010022046,1/29/2009 0:00,1/29/2009 0:00,1/29/2009 0:00,.,96.99,96.99,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010024089,0010024089,1/31/2009 0:00,1/31/2009 0:00,1/31/2009 0:00,.,98.9,98.9,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010024090,0010024090,2/5/2009 0:00,2/5/2009 0:00,2/5/2009 0:00,.,98.44,98.44,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010024091,0010024091,2/7/2009 0:00,2/7/2009 0:00,2/7/2009 0:00,.,98.5,98.5,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010024092,0010024092,3/16/2009 0:00,3/16/2009 0:00,3/16/2009 0:00,.,98,98,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010030138,0010030138,3/18/2009 0:00,3/18/2009 0:00,3/18/2009 0:00,.,96.44,96.44,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010030140,0010030140,4/8/2009 0:00,4/8/2009 0:00,4/8/2009 0:00,.,98.29,98.29,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010030139,0010030139,4/17/2009 0:00,4/17/2009 0:00,4/17/2009 0:00,.,99.85,99.85,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010030141,0010030141,5/29/2009 0:00,5/29/2009 0:00,5/29/2009 0:00,.,95.64,95.64,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010041811,0010041811,9/21/2009 0:00,9/21/2009 0:00,9/21/2009 0:00,.,94.67,94.67,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010030142,0010030142,9/23/2009 0:00,9/23/2009 0:00,9/23/2009 0:00,.,93.27,93.27,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010042272,0010042272,9/25/2009 0:00,9/25/2009 0:00,9/25/2009 0:00,.,93.44,93.44,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010041814,0010041814,10/22/2009 0:00,10/22/2009 0:00,10/22/2009 0:00,.,95.2,95.2,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010030143,0010030143,10/24/2009 0:00,10/24/2009 0:00,10/24/2009 0:00,.,94.73,94.73,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010041815,0010041815,11/16/2009 0:00,11/16/2009 0:00,11/16/2009 0:00,.,93.97,93.97,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010030144,0010030144,12/4/2009 0:00,12/4/2009 0:00,12/4/2009 0:00,.,94.28,94.28,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010041816,0010041816,12/11/2009 0:00,12/11/2009 0:00,12/11/2009 0:00,.,93.4,93.4,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010042273,0010042273,1/9/2010 0:00,1/9/2010 0:00,1/9/2010 0:00,.,93.77,93.77,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010042275,0010042275,2/1/2010 0:00,2/1/2010 0:00,2/1/2010 0:00,.,92.73,92.73,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010050335,0010050335,2/10/2010 0:00,2/10/2010 0:00,2/10/2010 0:00,.,101.2,101.2,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010061439,0010061439,6/9/2010 0:00,6/9/2010 0:00,6/9/2010 0:00,.,103.82,103.82,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010061440,0010061440,6/11/2010 0:00,6/11/2010 0:00,6/11/2010 0:00,.,102.66,102.66,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010067737,0010067737,8/15/2010 0:00,8/15/2010 0:00,8/15/2010 0:00,.,100.14,100.14,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010063628,0010063628,8/17/2010 0:00,8/17/2010 0:00,8/17/2010 0:00,.,100.4,100.4,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010065625,0010065625,9/23/2010 0:00,9/23/2010 0:00,9/23/2010 0:00,.,100.9,100.9,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010067213,0010067213,10/18/2010 0:00,10/18/2010 0:00,10/18/2010 0:00,.,100.28,100.28,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010067214,0010067214,10/21/2010 0:00,10/21/2010 0:00,10/21/2010 0:00,.,98.57,98.57,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010063629,0010063629,11/14/2010 0:00,11/14/2010 0:00,11/14/2010 0:00,.,97.26,97.26,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010067215,0010067215,2/7/2011 0:00,2/7/2011 0:00,2/7/2011 0:00,.,99.05,99.05,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Chloride,PRDS-000377,0010067216,0010067216,2/9/2011 0:00,2/9/2011 0:00,2/9/2011 0:00,.,98.42,98.42,mM,80,120,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010022046,0010022046,1/29/2009 0:00,1/29/2009 0:00,1/29/2009 0:00,.,19.72,19.72,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010024089,0010024089,1/31/2009 0:00,1/31/2009 0:00,1/31/2009 0:00,.,19.75,19.75,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010024090,0010024090,2/5/2009 0:00,2/5/2009 0:00,2/5/2009 0:00,.,19.78,19.78,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010024091,0010024091,2/7/2009 0:00,2/7/2009 0:00,2/7/2009 0:00,.,19.72,19.72,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010024092,0010024092,3/16/2009 0:00,3/16/2009 0:00,3/16/2009 0:00,.,19.62,19.62,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010030138,0010030138,3/18/2009 0:00,3/18/2009 0:00,3/18/2009 0:00,.,19.39,19.39,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010030140,0010030140,4/8/2009 0:00,4/8/2009 0:00,4/8/2009 0:00,.,20.16,20.16,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010030139,0010030139,4/17/2009 0:00,4/17/2009 0:00,4/17/2009 0:00,.,20.19,20.19,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010030141,0010030141,5/29/2009 0:00,5/29/2009 0:00,5/29/2009 0:00,.,19.93,19.93,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010041811,0010041811,9/21/2009 0:00,9/21/2009 0:00,9/21/2009 0:00,.,19.42,19.42,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010030142,0010030142,9/23/2009 0:00,9/23/2009 0:00,9/23/2009 0:00,.,19.72,19.72,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010042272,0010042272,9/25/2009 0:00,9/25/2009 0:00,9/25/2009 0:00,.,19.79,19.79,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010041814,0010041814,10/22/2009 0:00,10/22/2009 0:00,10/22/2009 0:00,.,19.65,19.65,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010030143,0010030143,10/24/2009 0:00,10/24/2009 0:00,10/24/2009 0:00,.,19.69,19.69,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010041815,0010041815,11/16/2009 0:00,11/16/2009 0:00,11/16/2009 0:00,.,19.81,19.81,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010030144,0010030144,12/4/2009 0:00,12/4/2009 0:00,12/4/2009 0:00,.,19.73,19.73,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010041816,0010041816,12/11/2009 0:00,12/11/2009 0:00,12/11/2009 0:00,.,19.92,19.92,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010042273,0010042273,1/9/2010 0:00,1/9/2010 0:00,1/9/2010 0:00,.,19.92,19.92,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010042275,0010042275,2/1/2010 0:00,2/1/2010 0:00,2/1/2010 0:00,.,19.75,19.75,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010050335,0010050335,2/10/2010 0:00,2/10/2010 0:00,2/10/2010 0:00,.,19.83,19.83,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010061439,0010061439,6/9/2010 0:00,6/9/2010 0:00,6/9/2010 0:00,.,19.71,19.71,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010061440,0010061440,6/11/2010 0:00,6/11/2010 0:00,6/11/2010 0:00,.,19.63,19.63,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010067737,0010067737,8/15/2010 0:00,8/15/2010 0:00,8/15/2010 0:00,.,19.74,19.74,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
DSM-NC-PRDS-000377-DSM,.,Citrate,PRDS-000377,0010063628,0010063628,8/17/2010 0:00,8/17/2010 0:00,8/17/2010 0:00,.,19.76,19.76,mM,15,25,.,.,.,.,.,YES,YES,YES,YES,Y,E,.,.,.,LIN,.,.,Number,AML-LIMS,.,.,.
